UID,ANTENNA,BAND,BB,CALDATA_ID,FREQMIN,FREQMAX,TIME,trec_X,trec_Y,tsys_X,tsys_Y,sbgain_X,sbgain_Y
uid://A002/Xa2300a/Xa8a,DV17,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9893384,0.9899215
uid://A002/Xa2300a/Xa8a,DA50,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9882744,0.98519623
uid://A002/Xa2300a/Xa8a,DA50,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98512125,0.99280906
uid://A002/Xa2300a/Xa8a,DA60,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.983807,0.9831567
uid://A002/Xa2300a/Xa8a,DA60,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9769268,0.98666763
uid://A002/Xa2300a/Xa8a,DA50,ALMA_RB_06,BB_3,CalData_5,232.78699457110002,234.78699457110002,2015-06-04 02:09:43.644001,32.188085603797695,43.69542210915217,72.72991877994026,83.61870048645082,0.9833133,0.9831341
uid://A002/Xa2300a/Xa8a,DV25,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98873377,0.98624533
uid://A002/Xa2300a/Xa8a,DV25,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9906747,0.9881855
uid://A002/Xa2300a/Xa8a,DA55,ALMA_RB_06,BB_1,CalData_5,217.49229078975,219.49229078975,2015-06-04 02:09:43.644001,42.03139038609747,52.854772648790245,71.44946228997397,92.80856648411205,0.98368484,0.9789803
uid://A002/Xa2300a/Xa8a,DA44,ALMA_RB_06,BB_4,CalData_5,234.47179078975,236.47179078975,2015-06-04 02:09:43.644001,40.13937283428501,50.354833514908066,85.28851927237278,97.14260242879872,0.9760776,0.9750532
uid://A002/Xa2300a/Xa8a,DA50,ALMA_RB_06,BB_4,CalData_5,234.47179078975,236.47179078975,2015-06-04 02:09:43.644001,35.57878132842964,49.685606323019655,83.73488691831173,92.95798086337824,0.95942336,0.9720789
uid://A002/Xa2300a/Xa8a,DA51,ALMA_RB_06,BB_2,CalData_5,219.2978637829,221.2978637829,2015-06-04 02:09:43.644001,32.10238433936058,32.48525962823104,69.98058080052445,69.85442298591902,0.9697197,0.9840923
